,duur,beweging,time,WR,Wk,uur,WRbin,WKbin
169,85,True,2016-01-26 07:48:57.559,235.0,1.7144097089767,7,5,2
171,83,True,2016-01-26 09:18:40.267,209.0,1.388888835907,9,5,1
173,84,True,2016-01-26 09:58:00.665,215.0,1.3020832538605,9,5,1
175,83,True,2016-01-26 11:12:35.080,276.0,0.86805552244186,11,6,1
177,84,True,2016-01-26 11:38:33.785,136.0,1.6710069179535,11,3,2
179,85,True,2016-01-26 12:29:59.763,277.0,0.4123263657093,12,6,1
181,84,True,2016-01-26 14:20:32.958,235.0,3.0598957538605,14,5,2
183,84,True,2016-01-26 16:03:20.783,227.0,2.170138835907,16,5,2
185,85,True,2016-01-26 17:28:06.988,180.0,3.754340171814,17,4,3
187,83,True,2016-01-26 19:35:18.863,210.0,3.9713540077209,19,5,3
189,85,True,2016-01-27 06:57:02.178,201.0,2.387152671814,6,4,2
191,86,True,2016-01-27 08:33:55.682,256.0,1.2586804628372,8,6,1
193,85,True,2016-01-27 09:57:37.956,257.0,4.2100691795349,9,6,3
195,83,True,2016-01-27 10:21:21.480,251.0,1.6927082538605,10,6,2
197,84,True,2016-01-27 10:59:34.360,245.0,6.9010415077209,10,5,4
199,85,True,2016-01-27 15:36:21.374,220.0,2.9079859256744,15,5,2
201,83,True,2016-01-27 16:06:50.186,236.0,2.973090171814,16,5,2
203,83,True,2016-01-27 16:53:04.967,233.0,5.9244790077209,16,5,4
205,84,True,2016-01-27 18:09:20.165,237.0,3.4071178436279,18,5,3
207,84,True,2016-01-27 19:20:00.764,240.0,3.1032984256744,19,5,2
209,85,True,2016-01-28 06:34:57.463,211.0,1.605902671814,6,5,2
211,85,True,2016-01-28 08:09:35.283,253.0,3.2118053436279,8,6,2
213,86,True,2016-01-28 11:03:41.085,240.0,2.1484375,11,5,2
215,88,True,2016-01-28 16:59:23.761,224.0,1.3454860448837,16,5,1
217,86,True,2016-01-28 18:15:11.181,151.0,0.30381941795349,18,3,1
219,86,True,2016-01-28 19:25:10.772,224.0,1.584201335907,19,5,2
221,87,True,2016-01-29 09:03:08.566,242.0,5.6640625,9,5,4
223,87,True,2016-01-29 09:53:42.363,244.0,3.6675345897675,9,5,3
225,88,True,2016-01-29 22:00:34.868,242.0,3.0164928436279,22,5,2
227,89,True,2016-01-31 14:00:10.361,241.0,1.2803819179535,14,5,1
229,86,True,2016-02-01 06:01:45.368,245.0,6.2065968513489,6,5,4
231,87,True,2016-02-01 06:57:33.860,256.0,5.6206593513489,6,6,4
233,86,True,2016-02-01 10:12:42.966,237.0,4.318576335907,10,5,3
235,84,True,2016-02-01 11:27:20.786,235.0,10.807291030884,11,5,6
237,84,True,2016-02-01 18:00:58.769,240.0,4.4270830154419,18,5,3
239,84,True,2016-02-01 20:32:39.859,225.0,6.1197915077209,20,5,4
241,89,True,2016-02-18 18:33:42.665,257.0,0.13020832836628,18,6,0
243,89,True,2016-02-18 20:38:05.860,230.0,1.0850694179535,20,5,1
245,88,True,2016-02-18 22:04:38.265,135.0,0.32552081346512,22,3,1
247,87,True,2016-02-19 07:34:45.269,277.0,1.0199652910233,7,6,1
249,87,True,2016-02-19 09:10:03.168,180.0,0.47743052244186,9,4,1
251,91,True,2016-02-19 16:49:06.484,316.0,0.34722220897675,16,7,1
253,86,True,2016-02-21 11:16:00.382,256.0,2.8645832538605,11,6,2
255,84,True,2016-02-21 12:02:30.369,234.0,5.0130205154419,12,5,3
257,85,True,2016-02-22 10:36:13.670,275.0,1.8663194179535,10,6,2
259,85,True,2016-02-22 13:38:37.280,308.0,3.0164928436279,13,7,2
261,87,True,2016-02-22 21:24:03.284,244.0,0.88975691795349,21,5,1
263,87,True,2016-02-23 08:19:41.482,209.0,2.2352430820465,8,5,2
265,85,True,2016-02-23 09:09:40.091,275.0,0.1953125,9,6,0
267,88,True,2016-02-23 14:36:48.466,241.0,1.1501735448837,14,5,1
269,88,True,2016-02-23 15:08:50.160,302.0,3.7760415077209,15,7,3
271,89,True,2016-02-23 16:03:45.558,286.0,5.1432290077209,16,6,3
273,88,True,2016-02-23 17:56:54.882,290.0,2.777777671814,17,6,2
275,87,True,2016-02-23 18:33:02.682,302.0,0.82465273141861,18,7,1
277,86,True,2016-02-23 19:47:24.469,257.0,0.5859375,19,6,1
279,88,True,2016-02-24 07:24:57.088,315.0,0.52083331346512,7,7,1
281,87,True,2016-02-24 08:53:02.380,160.0,0.5859375,8,4,1
283,87,True,2016-02-24 09:03:00.363,170.0,0.32552081346512,9,4,1
285,90,True,2016-02-24 10:25:14.470,247.0,3.7760415077209,10,5,3
287,89,True,2016-02-24 12:26:26.483,137.0,0.30381941795349,12,3,1
289,87,True,2016-02-24 13:07:53.579,307.0,1.6276041269302,13,7,2
291,88,True,2016-02-24 13:17:02.462,279.0,2.7126734256744,13,6,2
293,88,True,2016-02-24 16:41:25.168,323.0,1.5625,16,7,2
295,88,True,2016-02-24 19:52:35.164,313.0,0.06510416418314,19,7,0
297,88,True,2016-02-24 21:19:52.269,1.0,0.30381941795349,21,0,1
299,89,True,2016-02-24 22:00:58.180,332.0,0.15190970897675,22,7,0
301,88,True,2016-02-25 07:05:53.863,227.0,2.8428819179535,7,5,2
303,89,True,2016-02-25 08:57:49.285,229.0,1.6493054628372,8,5,2
305,87,True,2016-02-25 10:56:18.387,305.0,2.560763835907,10,7,2
307,91,True,2016-02-25 16:25:30.861,262.0,3.4939234256744,16,6,3
309,89,True,2016-02-25 17:16:23.458,230.0,1.3237847089767,17,5,1
311,90,True,2016-02-25 18:47:42.269,229.0,1.1501735448837,18,5,1
313,88,True,2016-02-25 19:59:28.987,196.0,0.56423610448837,19,4,1
315,88,True,2016-02-25 21:10:06.391,247.0,1.5407985448837,21,5,2
317,88,True,2016-02-26 07:21:58.286,58.0,0.10850694030523,7,1,0
319,90,True,2016-02-26 09:27:32.966,225.0,1.1501735448837,9,5,1
321,88,True,2016-02-26 10:35:43.869,149.0,0.5859375,10,3,1
323,90,True,2016-02-26 12:10:22.486,138.0,0.4123263657093,12,3,1
325,91,True,2016-02-26 13:54:28.979,146.0,1.8229166269302,13,3,2
327,88,True,2016-02-26 15:05:36.583,134.0,2.34375,15,3,2
329,89,True,2016-02-26 15:26:17.472,122.0,1.605902671814,15,3,2
331,89,True,2016-02-26 20:18:08.776,41.0,0.52083331346512,20,1,1
333,90,True,2016-02-27 13:08:45.367,355.0,0.82465273141861,13,0,1
335,89,True,2016-02-27 16:00:18.885,88.0,2.2135415077209,16,2,2
337,93,True,2016-02-28 13:17:09.672,57.0,3.2769095897675,13,1,2
339,94,True,2016-02-28 17:14:30.286,16.0,2.1267359256744,17,0,2
341,89,True,2016-02-28 18:32:32.963,21.0,4.5789928436279,18,0,3
343,88,True,2016-02-29 06:12:13.485,7.0,1.193576335907,6,0,1
345,88,True,2016-02-29 06:45:53.985,6.0,1.779513835907,6,0,2
348,88,True,2016-02-29 13:58:17.591,9.0,2.560763835907,13,0,2
352,92,True,2016-02-29 15:15:03.562,352.0,2.387152671814,15,0,2
354,91,True,2016-02-29 17:19:29.988,8.0,3.0815970897675,17,0,2
356,91,True,2016-02-29 17:51:14.584,33.0,0.60763883590698,17,1,1
358,91,True,2016-03-01 01:52:48.059,51.0,0.60763883590698,1,1,1
360,92,True,2016-03-01 07:12:50.684,169.0,1.9531248807907,7,4,2
362,88,True,2016-03-01 08:07:43.371,149.0,0.26041665673256,8,3,1
364,90,True,2016-03-01 08:20:22.680,280.0,2.2135415077209,8,6,2
366,89,True,2016-03-01 10:13:38.178,193.0,3.0164928436279,10,4,2
368,89,True,2016-03-01 10:48:23.482,192.0,1.5190972089767,10,4,2
370,88,True,2016-03-01 12:30:00.477,198.0,0.54253470897675,12,4,1
372,92,True,2016-03-01 20:04:24.569,315.0,1.8446179628372,20,7,2
374,91,True,2016-03-19 20:36:28.684,334.0,2.2135415077209,20,7,2
376,90,True,2016-03-21 10:38:28.778,310.0,1.584201335907,10,7,2
378,90,True,2016-03-21 11:33:59.963,237.0,2.4522569179535,11,5,2
380,87,True,2016-03-21 12:50:12.359,215.0,1.8663194179535,12,5,2
382,89,True,2016-03-21 17:29:37.071,308.0,1.4322916269302,17,7,1
384,89,True,2016-03-21 20:18:29.365,265.0,3.4505207538605,20,6,3
386,89,True,2016-03-22 07:43:34.266,259.0,2.5390625,7,6,2
388,90,True,2016-03-22 08:42:33.791,237.0,1.4322916269302,8,5,1
390,88,True,2016-03-22 10:21:36.367,249.0,1.5407985448837,10,6,2
392,88,True,2016-03-22 12:29:22.576,328.0,2.1050345897675,12,7,2
394,86,True,2016-03-22 13:41:11.079,303.0,2.7126734256744,13,7,2
396,84,True,2016-03-22 18:28:32.078,330.0,0.99826383590698,18,7,1
398,84,True,2016-03-22 20:06:54.184,255.0,2.34375,20,6,2
400,87,True,2016-03-23 08:03:47.776,287.0,2.170138835907,8,6,2
402,88,True,2016-03-23 13:05:55.787,356.0,3.2769095897675,13,0,2
404,86,True,2016-03-23 15:51:00.283,311.0,2.6041665077209,15,7,2
406,86,True,2016-03-23 17:53:50.889,306.0,1.7578123807907,17,7,2
408,85,True,2016-03-23 19:51:16.978,298.0,2.3003470897675,19,7,2
410,86,True,2016-03-24 04:59:34.283,259.0,1.9531248807907,4,6,2
412,86,True,2016-03-24 07:01:14.182,237.0,0.5859375,7,5,1
414,87,True,2016-03-24 09:05:14.357,215.0,1.9531248807907,9,5,2
416,84,True,2016-03-24 14:02:10.384,216.0,3.8628470897675,14,5,3
418,86,True,2016-03-24 14:32:32.988,181.0,1.7578123807907,14,4,2
420,84,True,2016-03-24 17:03:26.289,233.0,2.4522569179535,17,5,2
422,84,True,2016-03-24 17:21:42.483,235.0,1.7361110448837,17,5,2
424,82,True,2016-03-24 18:13:46.281,226.0,2.2352430820465,18,5,2
426,86,True,2016-03-24 19:13:31.984,250.0,1.4756944179535,19,6,1
428,83,True,2016-03-24 20:58:52.665,229.0,1.410590171814,20,5,1
430,83,True,2016-03-24 23:20:15.661,214.0,2.756076335907,23,5,2
432,85,True,2016-03-25 06:21:36.586,187.0,3.7977428436279,6,4,3
434,85,True,2016-03-25 06:58:36.179,305.0,1.3671875,6,7,1
436,86,True,2016-03-25 07:31:25.384,245.0,0.99826383590698,7,5,1
438,84,True,2016-03-25 10:35:17.089,223.0,2.1484375,10,5,2
440,85,True,2016-03-25 10:59:47.677,244.0,1.605902671814,10,5,2
442,84,True,2016-03-25 12:32:48.981,255.0,2.170138835907,12,6,2
444,84,True,2016-03-25 12:43:28.781,265.0,2.7994790077209,12,6,2
446,84,True,2016-03-25 16:06:23.377,290.0,2.560763835907,16,6,2
448,86,True,2016-03-27 12:26:06.061,204.0,1.801215171814,12,5,2
450,85,True,2016-03-28 17:35:26.268,250.0,8.0729160308838,17,6,5
478,83,True,2016-03-31 03:07:38.584,112.0,0.95486104488373,3,2,1
480,85,True,2016-03-31 06:30:03.883,242.0,0.10850694030523,6,5,0
482,85,True,2016-03-31 07:12:37.170,241.0,0.26041665673256,7,5,1
484,85,True,2016-03-31 11:49:59.574,7.0,1.0416666269302,11,0,1
486,85,True,2016-03-31 12:19:45.584,344.0,3.0164928436279,12,0,2
488,85,True,2016-03-31 15:29:28.969,349.0,1.2803819179535,15,0,1
490,85,True,2016-03-31 16:22:15.368,36.0,2.2569444179535,16,1,2
492,84,True,2016-03-31 21:29:59.868,9.0,1.2803819179535,21,0,1
494,84,True,2016-03-31 22:31:19.264,20.0,0.73784720897675,22,0,1
496,86,True,2016-04-01 02:28:19.968,326.0,0.88975691795349,2,7,1
498,85,True,2016-04-01 06:57:10.078,293.0,1.1067707538605,6,7,1
500,86,True,2016-04-01 07:10:58.387,346.0,1.6710069179535,7,0,2
502,85,True,2016-04-01 09:21:08.482,7.0,1.6927082538605,9,0,2
504,86,True,2016-04-01 11:55:25.878,145.0,1.1501735448837,11,3,1
506,85,True,2016-04-01 12:13:47.787,166.0,1.3454860448837,12,4,1
508,84,True,2016-04-01 13:25:18.279,8.0,2.4956595897675,13,0,2
510,82,True,2016-04-01 14:14:41.268,91.0,3.0381944179535,14,2,2
512,84,True,2016-04-01 15:06:32.484,59.0,2.7994790077209,15,1,2
