,duur,beweging,time,WR,Wk
195,90,True,2016-01-06 12:51:28.796,74.0,1.4539929628372
197,87,True,2016-01-06 15:25:47.603,119.0,1.779513835907
199,85,True,2016-01-06 15:55:57.903,130.0,0.4123263657093
201,85,True,2016-01-06 16:49:47.507,25.0,0.10850694030523
203,91,True,2016-01-07 06:56:50.209,160.0,3.2118053436279
205,88,True,2016-01-07 10:39:42.397,106.0,3.0164928436279
207,86,True,2016-01-07 11:52:53.597,82.0,3.2986109256744
209,86,True,2016-01-07 12:58:33.098,136.0,0.93315970897675
211,87,True,2016-01-07 15:25:04.402,154.0,4.8177080154419
213,87,True,2016-01-07 16:01:07.601,139.0,3.6892359256744
215,83,True,2016-01-07 16:07:56.111,165.0,3.1901040077209
217,89,True,2016-01-07 20:24:41.298,233.0,5.5989580154419
219,96,True,2016-01-08 10:37:41.704,218.0,2.387152671814
221,89,True,2016-01-08 15:15:41.797,193.0,0.91145831346512
223,87,True,2016-01-08 16:28:49.108,30.0,0.390625
225,88,True,2016-01-08 17:35:55.502,144.0,1.4539929628372
227,99,True,2016-01-09 08:11:37.198,161.0,0.49913191795349
229,98,True,2016-01-11 10:50:55.104,129.0,2.4305553436279
231,90,True,2016-01-11 15:10:00.501,194.0,2.0399305820465
233,89,True,2016-01-11 16:47:25.399,185.0,0.86805552244186
235,96,True,2016-01-12 10:54:35.487,210.0,3.5156247615814
237,89,True,2016-01-12 13:44:58.989,214.0,3.7977428436279
239,87,True,2016-01-12 15:38:37.200,221.0,3.9930553436279
241,98,True,2016-01-13 08:57:18.595,267.0,2.4305553436279
243,97,True,2016-01-13 20:56:00.011,205.0,1.5190972089767
245,97,True,2016-01-14 08:37:06.890,162.0,1.5407985448837
247,91,True,2016-01-14 09:26:20.598,91.0,1.410590171814
249,102,True,2016-01-16 09:34:39.592,311.0,3.1032984256744
251,113,True,2016-01-18 12:10:23.095,117.0,1.7361110448837
253,98,True,2016-01-18 13:54:16.098,86.0,0.52083331346512
255,98,True,2016-01-18 16:53:35.102,137.0,0.88975691795349
257,115,True,2016-01-19 06:42:57.399,17.0,0.15190970897675
259,105,True,2016-01-19 11:35:29.395,84.0,1.3020832538605
261,100,True,2016-01-19 12:42:15.198,352.0,0.82465273141861
263,102,True,2016-01-20 12:24:00.194,216.0,2.34375
265,96,True,2016-01-20 13:15:35.105,241.0,2.4522569179535
267,96,True,2016-01-20 16:22:08.704,246.0,3.0381944179535
269,99,True,2016-01-21 05:56:11.097,177.0,1.1067707538605
271,96,True,2016-01-21 17:17:23.792,26.0,0.62934023141861
273,100,True,2016-01-22 14:25:15.302,216.0,1.6276041269302
275,92,True,2016-01-25 10:57:20.302,173.0,0.84635412693024
277,83,True,2016-01-25 12:24:40.106,45.0,2.582465171814
279,82,True,2016-01-25 15:37:23.898,141.0,4.904513835907
281,94,True,2016-01-26 09:47:12.793,237.0,1.2586804628372
283,85,True,2016-01-26 13:44:14.802,177.0,4.123263835907
285,84,True,2016-01-26 15:21:17.495,311.0,1.2803819179535
287,90,True,2016-01-27 13:39:56.693,205.0,2.7994790077209
289,83,True,2016-01-27 14:39:34.006,219.0,3.2769095897675
291,98,True,2016-01-28 08:00:19.592,244.0,2.191840171814
293,86,True,2016-01-28 08:14:57.189,224.0,2.4305553436279
295,87,True,2016-01-28 11:00:27.588,222.0,2.7126734256744
297,86,True,2016-01-28 14:59:50.692,241.0,4.9696178436279
299,86,True,2016-01-28 16:02:06.695,249.0,2.582465171814
301,92,True,2016-01-28 20:25:31.006,313.0,1.193576335907
303,90,True,2016-01-29 10:52:42.810,285.0,4.9479165077209
305,87,True,2016-01-29 23:18:25.404,202.0,3.342013835907
307,87,True,2016-01-30 10:23:35.202,237.0,5.4036455154419
310,93,True,2016-02-01 09:34:05.111,225.0,2.2569444179535
311,93,True,2016-02-01 09:34:05.111,225.0,2.2569444179535
314,83,True,2016-02-01 10:52:59.013,212.0,7.9644093513489
315,83,True,2016-02-01 10:52:59.013,212.0,7.9644093513489
318,82,True,2016-02-01 11:21:41.705,235.0,7.9210066795349
319,82,True,2016-02-01 11:21:41.705,235.0,7.9210066795349
322,83,True,2016-02-01 13:45:01.300,232.0,7.5086803436279
323,83,True,2016-02-01 13:45:01.300,232.0,7.5086803436279
326,82,True,2016-02-01 15:14:47.691,225.0,6.0546875
327,82,True,2016-02-01 15:14:47.691,225.0,6.0546875
330,82,True,2016-02-01 17:09:36.103,213.0,7.052951335907
331,82,True,2016-02-01 17:09:36.103,213.0,7.052951335907
333,90,True,2016-02-02 08:59:08.208,212.0,4.904513835907
335,84,True,2016-02-02 10:41:12.808,248.0,4.4270830154419
337,84,True,2016-02-02 11:33:11.510,244.0,4.296875
339,83,True,2016-02-02 12:27:05.404,227.0,2.34375
341,87,True,2016-02-02 16:30:58.401,242.0,2.4305553436279
343,90,True,2016-02-02 21:23:53.789,237.0,5.1432290077209
345,95,True,2016-02-03 09:33:08.792,261.0,2.9947915077209
347,87,True,2016-02-03 10:46:21.205,253.0,2.34375
349,99,True,2016-02-04 08:30:16.294,231.0,3.949652671814
351,92,True,2016-02-05 09:21:49.313,228.0,1.9097220897675
353,84,True,2016-02-05 13:26:31.293,204.0,3.559027671814
355,89,True,2016-02-06 14:01:04.990,267.0,3.0381944179535
357,94,True,2016-02-08 13:29:08.990,210.0,7.465277671814
359,84,True,2016-02-08 16:43:24.001,332.0,4.123263835907
361,96,True,2016-02-09 13:40:51.400,50.0,1.3454860448837
363,95,True,2016-02-10 12:55:16.298,221.0,2.973090171814
365,87,True,2016-02-10 13:04:47.695,259.0,3.4722220897675
367,86,True,2016-02-10 13:18:06.292,247.0,3.9713540077209
369,88,True,2016-02-10 15:46:02.812,250.0,5.6640625
371,86,True,2016-02-10 15:58:02.193,223.0,1.4756944179535
373,84,True,2016-02-10 16:15:06.204,269.0,3.5156247615814
375,85,True,2016-02-10 16:29:11.290,241.0,0.99826383590698
377,90,True,2016-02-10 18:56:08.302,308.0,1.2369791269302
379,101,True,2016-02-11 08:37:08.805,259.0,0.71614581346512
381,89,True,2016-02-11 11:36:47.495,218.0,1.605902671814
383,88,True,2016-02-11 12:00:16.795,241.0,2.756076335907
385,88,True,2016-02-11 12:49:51.402,254.0,3.4288194179535
387,86,True,2016-02-11 13:23:58.696,212.0,3.6458332538605
389,90,True,2016-02-11 18:34:51.602,238.0,0.88975691795349
391,93,True,2016-02-12 15:37:20.897,106.0,2.582465171814
393,104,True,2016-02-13 09:05:24.592,62.0,0.47743052244186
395,95,True,2016-02-13 10:16:32.498,94.0,1.1284722089767
397,101,True,2016-02-15 09:12:26.091,326.0,4.275173664093
399,96,True,2016-02-15 10:18:08.312,11.0,4.535590171814
401,93,True,2016-02-15 12:28:57.093,4.0,4.8828125
404,38,True,2016-02-15 13:47:43.708,347.0,2.4305553436279
405,51,True,2016-02-15 13:48:26.713,347.0,2.4305553436279
406,190,True,2016-02-15 13:49:37.612,326.0,2.6692707538605
407,17,True,2016-02-15 13:52:55.590,356.0,2.1484375
408,443,True,2016-02-15 13:53:26.114,356.0,2.1484375
410,90,True,2016-02-15 15:37:52.607,13.0,2.560763835907
412,46,True,2016-02-15 16:06:08.302,350.0,5.490451335907
414,88,True,2016-02-15 16:43:29.599,3.0,2.9947915077209
416,99,True,2016-02-15 20:45:28.302,325.0,2.6041665077209
418,113,True,2016-02-16 05:44:49.708,122.0,0.15190970897675
420,103,True,2016-02-16 08:20:23.198,168.0,0.47743052244186
422,97,True,2016-02-16 09:49:42.193,61.0,0.49913191795349
424,93,True,2016-02-16 10:23:24.496,274.0,0.32552081346512
426,92,True,2016-02-16 11:17:59.595,134.0,0.21701388061047
428,91,True,2016-02-16 14:40:48.191,128.0,0.49913191795349
430,88,True,2016-02-16 14:50:47.098,75.0,1.8446179628372
432,92,True,2016-02-16 17:39:06.712,43.0,0.17361110448837
434,117,True,2016-02-17 07:54:47.909,132.0,0.78125
436,96,True,2016-02-17 13:00:59.392,145.0,0.5859375
438,106,True,2016-02-18 06:28:14.104,223.0,2.1267359256744
440,96,True,2016-02-18 08:03:59.294,91.0,1.5625
442,94,True,2016-02-18 12:20:41.405,251.0,0.54253470897675
444,96,True,2016-02-18 22:04:57.695,155.0,0.84635412693024
446,95,True,2016-02-19 12:04:40.896,231.0,2.170138835907
448,89,True,2016-02-19 15:04:56.506,251.0,2.777777671814
450,94,True,2016-02-22 07:43:19.296,259.0,5.0564231872559
452,90,True,2016-02-22 13:47:13.605,254.0,1.1501735448837
454,87,True,2016-02-22 15:43:35.005,234.0,3.9713540077209
456,84,True,2016-02-22 15:52:20.007,240.0,1.996527671814
458,95,True,2016-02-23 10:25:54.892,250.0,1.171875
460,90,True,2016-02-23 13:26:09.099,332.0,1.8446179628372
