,index,Tijd,Type,Klasse,Waarde,ID,Omschrijving,Status,Prioriteit,Tijd came,Tijd went,Tijd ack,Gebr.ID,DPE,seconden
1908,1908,2015-12-06 07:24:09.553,PROCES,,FALSE,,Brug Beweging Actief,,,,,,0.0,DB_A11-Brug-S.Status.BewR,1449386649
1963,1963,2015-12-06 07:22:27.855,PROCES,,TRUE,,Brug Beweging Actief,,,,,,0.0,DB_A11-Brug-S.Status.BewR,1449386547
1970,1970,2015-12-06 07:22:26.839,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,0.0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1449386546
1985,1985,2015-12-06 07:22:24.668,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,12.0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1449386544
2106,2106,2015-12-06 07:20:45.861,PROCES,,FALSE,,Brug Beweging Actief,,,,,,0.0,DB_A11-Brug-S.Status.BewR,1449386445
2167,2167,2015-12-06 07:19:16.855,PROCES,,TRUE,,Brug Beweging Actief,,,,,,0.0,DB_A11-Brug-S.Status.BewR,1449386356
2175,2175,2015-12-06 07:19:15.830,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,0.0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1449386355
2186,2186,2015-12-06 07:19:13.646,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,12.0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1449386353
4032,4032,2015-12-07 17:17:26.470,PROCES,,FALSE,,Brug Beweging Actief,,,,,,0.0,DB_A11-Brug-S.Status.BewR,1449508646
4097,4097,2015-12-07 17:15:45.775,PROCES,,TRUE,,Brug Beweging Actief,,,,,,0.0,DB_A11-Brug-S.Status.BewR,1449508545
4100,4100,2015-12-07 17:15:44.855,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,0.0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1449508544
4115,4115,2015-12-07 17:15:42.564,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,82.0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1449508542
4239,4239,2015-12-07 17:13:40.467,PROCES,,FALSE,,Brug Beweging Actief,,,,,,0.0,DB_A11-Brug-S.Status.BewR,1449508420
4309,4309,2015-12-07 17:12:11.570,PROCES,,TRUE,,Brug Beweging Actief,,,,,,0.0,DB_A11-Brug-S.Status.BewR,1449508331
4312,4312,2015-12-07 17:12:10.554,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,0.0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1449508330
4323,4323,2015-12-07 17:12:08.382,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,82.0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1449508328
5072,5072,2015-12-07 16:27:43.069,PROCES,,FALSE,,Brug Beweging Actief,,,,,,0.0,DB_A11-Brug-S.Status.BewR,1449505663
5126,5126,2015-12-07 16:26:01.963,PROCES,,TRUE,,Brug Beweging Actief,,,,,,0.0,DB_A11-Brug-S.Status.BewR,1449505561
5133,5133,2015-12-07 16:26:01.007,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,0.0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1449505561
5148,5148,2015-12-07 16:25:58.777,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,77.0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1449505558
5266,5266,2015-12-07 16:21:15.677,PROCES,,FALSE,,Brug Beweging Actief,,,,,,0.0,DB_A11-Brug-S.Status.BewR,1449505275
5334,5334,2015-12-07 16:19:46.770,PROCES,,TRUE,,Brug Beweging Actief,,,,,,0.0,DB_A11-Brug-S.Status.BewR,1449505186
5342,5342,2015-12-07 16:19:45.848,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,0.0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1449505185
5353,5353,2015-12-07 16:19:43.501,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,77.0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1449505183
6335,6335,2015-12-07 14:32:14.263,PROCES,,FALSE,,Brug Beweging Actief,,,,,,0.0,DB_A11-Brug-S.Status.BewR,1449498734
6395,6395,2015-12-07 14:30:33.261,PROCES,,TRUE,,Brug Beweging Actief,,,,,,0.0,DB_A11-Brug-S.Status.BewR,1449498633
6397,6397,2015-12-07 14:30:32.250,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,0.0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1449498632
6412,6412,2015-12-07 14:30:30.090,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,77.0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1449498630
6525,6525,2015-12-07 14:26:59.361,PROCES,,FALSE,,Brug Beweging Actief,,,,,,0.0,DB_A11-Brug-S.Status.BewR,1449498419
6589,6589,2015-12-07 14:25:30.164,PROCES,,TRUE,,Brug Beweging Actief,,,,,,0.0,DB_A11-Brug-S.Status.BewR,1449498330
6596,6596,2015-12-07 14:25:29.039,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,0.0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1449498329
6607,6607,2015-12-07 14:25:26.940,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,77.0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1449498326
7558,7558,2015-12-07 13:57:35.854,PROCES,,FALSE,,Brug Beweging Actief,,,,,,0.0,DB_A11-Brug-S.Status.BewR,1449496655
7615,7615,2015-12-07 13:55:54.949,PROCES,,TRUE,,Brug Beweging Actief,,,,,,0.0,DB_A11-Brug-S.Status.BewR,1449496554
7622,7622,2015-12-07 13:55:53.840,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,0.0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1449496553
7637,7637,2015-12-07 13:55:51.762,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,77.0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1449496551
7669,7669,2015-12-07 13:55:08.456,PROCES,,FALSE,,Brug Beweging Actief,,,,,,0.0,DB_A11-Brug-S.Status.BewR,1449496508
7744,7744,2015-12-07 13:53:40.259,PROCES,,TRUE,,Brug Beweging Actief,,,,,,0.0,DB_A11-Brug-S.Status.BewR,1449496420
7752,7752,2015-12-07 13:53:39.279,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,0.0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1449496419
7765,7765,2015-12-07 13:53:37.058,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,77.0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1449496417
11335,11335,2015-12-08 13:00:24.674,PROCES,,FALSE,,Brug Beweging Actief,,,,,,0.0,DB_A11-Brug-S.Status.BewR,1449579624
11396,11396,2015-12-08 12:58:43.474,PROCES,,TRUE,,Brug Beweging Actief,,,,,,0.0,DB_A11-Brug-S.Status.BewR,1449579523
11399,11399,2015-12-08 12:58:42.616,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,0.0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1449579522
11416,11416,2015-12-08 12:58:40.335,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,54.0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1449579520
11517,11517,2015-12-08 12:56:55.871,PROCES,,FALSE,,Brug Beweging Actief,,,,,,0.0,DB_A11-Brug-S.Status.BewR,1449579415
11586,11586,2015-12-08 12:55:27.471,PROCES,,TRUE,,Brug Beweging Actief,,,,,,0.0,DB_A11-Brug-S.Status.BewR,1449579327
11589,11589,2015-12-08 12:55:26.661,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,0.0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1449579326
11601,11601,2015-12-08 12:55:24.270,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,54.0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1449579324
14055,14055,2015-12-09 22:38:02.273,PROCES,,FALSE,,Brug Beweging Actief,,,,,,0.0,DB_A11-Brug-S.Status.BewR,1449700682
14119,14119,2015-12-09 22:36:21.469,PROCES,,TRUE,,Brug Beweging Actief,,,,,,0.0,DB_A11-Brug-S.Status.BewR,1449700581
14125,14125,2015-12-09 22:36:20.374,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,0.0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1449700580
14142,14142,2015-12-09 22:36:18.318,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,63.0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1449700578
14369,14369,2015-12-09 22:33:35.168,PROCES,,FALSE,,Brug Beweging Actief,,,,,,0.0,DB_A11-Brug-S.Status.BewR,1449700415
14466,14466,2015-12-09 22:32:07.372,PROCES,,TRUE,,Brug Beweging Actief,,,,,,0.0,DB_A11-Brug-S.Status.BewR,1449700327
14472,14472,2015-12-09 22:32:06.625,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,0.0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1449700326
14487,14487,2015-12-09 22:32:04.184,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,63.0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1449700324
17569,17569,2015-12-09 07:39:31.174,PROCES,,FALSE,,Brug Beweging Actief,,,,,,0.0,DB_A11-Brug-S.Status.BewR,1449646771
17628,17628,2015-12-09 07:37:50.478,PROCES,,TRUE,,Brug Beweging Actief,,,,,,0.0,DB_A11-Brug-S.Status.BewR,1449646670
17632,17632,2015-12-09 07:37:49.565,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,0.0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1449646669
17649,17649,2015-12-09 07:37:47.329,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,40.0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1449646667
17753,17753,2015-12-09 07:36:11.876,PROCES,,FALSE,,Brug Beweging Actief,,,,,,0.0,DB_A11-Brug-S.Status.BewR,1449646571
17824,17824,2015-12-09 07:34:43.272,PROCES,,TRUE,,Brug Beweging Actief,,,,,,0.0,DB_A11-Brug-S.Status.BewR,1449646483
17827,17827,2015-12-09 07:34:42.323,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,0.0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1449646482
17839,17839,2015-12-09 07:34:40.089,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,40.0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1449646480
19294,19294,2015-12-10 19:28:47.567,PROCES,,FALSE,,Brug Beweging Actief,,,,,,0.0,DB_A11-Brug-S.Status.BewR,1449775727
19345,19345,2015-12-10 19:27:05.463,PROCES,,TRUE,,Brug Beweging Actief,,,,,,0.0,DB_A11-Brug-S.Status.BewR,1449775625
19357,19357,2015-12-10 19:27:02.476,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,0.0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1449775622
19372,19372,2015-12-10 19:27:02.278,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,15.0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1449775622
19476,19476,2015-12-10 19:25:46.369,PROCES,,FALSE,,Brug Beweging Actief,,,,,,0.0,DB_A11-Brug-S.Status.BewR,1449775546
19544,19544,2015-12-10 19:24:17.372,PROCES,,TRUE,,Brug Beweging Actief,,,,,,0.0,DB_A11-Brug-S.Status.BewR,1449775457
19555,19555,2015-12-10 19:24:16.584,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,0.0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1449775456
19569,19569,2015-12-10 19:24:14.175,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,15.0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1449775454
22583,22583,2015-12-11 18:52:39.470,PROCES,,FALSE,,Brug Beweging Actief,,,,,,0.0,DB_A11-Brug-S.Status.BewR,1449859959
22642,22642,2015-12-11 18:50:57.571,PROCES,,TRUE,,Brug Beweging Actief,,,,,,0.0,DB_A11-Brug-S.Status.BewR,1449859857
22648,22648,2015-12-11 18:50:56.773,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,0.0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1449859856
22665,22665,2015-12-11 18:50:54.405,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,35.0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1449859854
22767,22767,2015-12-11 18:49:35.768,PROCES,,FALSE,,Brug Beweging Actief,,,,,,0.0,DB_A11-Brug-S.Status.BewR,1449859775
22838,22838,2015-12-11 18:48:06.370,PROCES,,TRUE,,Brug Beweging Actief,,,,,,0.0,DB_A11-Brug-S.Status.BewR,1449859686
22844,22844,2015-12-11 18:48:05.680,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,0.0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1449859685
22857,22857,2015-12-11 18:48:03.181,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,35.0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1449859683
24852,24852,2015-12-11 05:52:40.768,PROCES,,FALSE,,Brug Beweging Actief,,,,,,0.0,DB_A11-Brug-S.Status.BewR,1449813160
24932,24932,2015-12-11 05:50:58.661,PROCES,,TRUE,,Brug Beweging Actief,,,,,,0.0,DB_A11-Brug-S.Status.BewR,1449813058
24937,24937,2015-12-11 05:50:57.903,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,0.0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1449813057
24955,24955,2015-12-11 05:50:55.561,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,32.0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1449813055
25060,25060,2015-12-11 05:49:22.160,PROCES,,FALSE,,Brug Beweging Actief,,,,,,0.0,DB_A11-Brug-S.Status.BewR,1449812962
25125,25125,2015-12-11 05:47:52.358,PROCES,,TRUE,,Brug Beweging Actief,,,,,,0.0,DB_A11-Brug-S.Status.BewR,1449812872
25136,25136,2015-12-11 05:47:51.474,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,0.0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1449812871
25149,25149,2015-12-11 05:47:49.151,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,32.0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1449812869
26047,26047,2015-12-11 01:22:10.276,PROCES,,FALSE,,Brug Beweging Actief,,,,,,0.0,DB_A11-Brug-S.Status.BewR,1449796930
26100,26100,2015-12-11 01:20:28.580,PROCES,,TRUE,,Brug Beweging Actief,,,,,,0.0,DB_A11-Brug-S.Status.BewR,1449796828
26110,26110,2015-12-11 01:20:27.888,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,0.0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1449796827
26129,26129,2015-12-11 01:20:25.410,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,23.0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1449796825
26241,26241,2015-12-11 01:19:10.072,PROCES,,FALSE,,Brug Beweging Actief,,,,,,0.0,DB_A11-Brug-S.Status.BewR,1449796750
26309,26309,2015-12-11 01:17:40.675,PROCES,,TRUE,,Brug Beweging Actief,,,,,,0.0,DB_A11-Brug-S.Status.BewR,1449796660
26317,26317,2015-12-11 01:17:39.753,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,0.0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1449796659
26330,26330,2015-12-11 01:17:37.455,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,23.0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1449796657
27865,27865,2015-12-12 05:17:04.157,PROCES,,FALSE,,Brug Beweging Actief,,,,,,0.0,DB_A11-Brug-S.Status.BewR,1449897424
27915,27915,2015-12-12 05:15:23.256,PROCES,,TRUE,,Brug Beweging Actief,,,,,,0.0,DB_A11-Brug-S.Status.BewR,1449897323
27927,27927,2015-12-12 05:15:20.251,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,0.0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1449897320
27942,27942,2015-12-12 05:15:20.070,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,15.0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1449897320
28047,28047,2015-12-12 05:12:37.651,PROCES,,FALSE,,Brug Beweging Actief,,,,,,0.0,DB_A11-Brug-S.Status.BewR,1449897157
28112,28112,2015-12-12 05:11:09.853,PROCES,,TRUE,,Brug Beweging Actief,,,,,,0.0,DB_A11-Brug-S.Status.BewR,1449897069
28123,28123,2015-12-12 05:11:09.071,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,0.0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1449897069
28137,28137,2015-12-12 05:11:06.600,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,15.0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1449897066
31717,31717,2015-12-14 09:48:08.768,PROCES,,FALSE,,Brug Beweging Actief,,,,,,0.0,DB_A11-Brug-S.Status.BewR,1450086488
31777,31777,2015-12-14 09:46:27.977,PROCES,,TRUE,,Brug Beweging Actief,,,,,,0.0,DB_A11-Brug-S.Status.BewR,1450086387
31783,31783,2015-12-14 09:46:26.956,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,0.0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1450086386
31800,31800,2015-12-14 09:46:24.776,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,38.0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1450086384
31903,31903,2015-12-14 09:45:57.570,PROCES,,FALSE,,Brug Beweging Actief,,,,,,0.0,DB_A11-Brug-S.Status.BewR,1450086357
31964,31964,2015-12-14 09:44:28.572,PROCES,,TRUE,,Brug Beweging Actief,,,,,,0.0,DB_A11-Brug-S.Status.BewR,1450086268
31975,31975,2015-12-14 09:44:27.466,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,0.0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1450086267
31988,31988,2015-12-14 09:44:25.403,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,38.0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1450086265
32966,32966,2015-12-14 07:13:35.652,PROCES,,FALSE,,Brug Beweging Actief,,,,,,0.0,DB_A11-Brug-S.Status.BewR,1450077215
33019,33019,2015-12-14 07:11:54.857,PROCES,,TRUE,,Brug Beweging Actief,,,,,,0.0,DB_A11-Brug-S.Status.BewR,1450077114
33029,33029,2015-12-14 07:11:54.043,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,0.0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1450077114
33046,33046,2015-12-14 07:11:51.667,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,63.0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1450077111
33171,33171,2015-12-14 07:08:39.461,PROCES,,FALSE,,Brug Beweging Actief,,,,,,0.0,DB_A11-Brug-S.Status.BewR,1450076919
33264,33264,2015-12-14 07:07:10.464,PROCES,,TRUE,,Brug Beweging Actief,,,,,,0.0,DB_A11-Brug-S.Status.BewR,1450076830
33270,33270,2015-12-14 07:07:09.325,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,0.0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1450076829
33285,33285,2015-12-14 07:07:07.295,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,63.0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1450076827
34575,34575,2015-12-15 22:03:57.678,PROCES,,FALSE,,Brug Beweging Actief,,,,,,0.0,DB_A11-Brug-S.Status.BewR,1450217037
34637,34637,2015-12-15 22:02:16.672,PROCES,,TRUE,,Brug Beweging Actief,,,,,,0.0,DB_A11-Brug-S.Status.BewR,1450216936
34643,34643,2015-12-15 22:02:15.798,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,0.0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1450216935
34660,34660,2015-12-15 22:02:13.533,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,22.0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1450216933
34763,34763,2015-12-15 22:00:59.172,PROCES,,FALSE,,Brug Beweging Actief,,,,,,0.0,DB_A11-Brug-S.Status.BewR,1450216859
34835,34835,2015-12-15 21:59:29.964,PROCES,,TRUE,,Brug Beweging Actief,,,,,,0.0,DB_A11-Brug-S.Status.BewR,1450216769
34843,34843,2015-12-15 21:59:29.042,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,0.0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1450216769
34857,34857,2015-12-15 21:59:26.731,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,22.0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1450216766
37021,37021,2015-12-15 11:34:19.876,PROCES,,FALSE,,Brug Beweging Actief,,,,,,0.0,DB_A11-Brug-S.Status.BewR,1450179259
37074,37074,2015-12-15 11:32:38.680,PROCES,,TRUE,,Brug Beweging Actief,,,,,,0.0,DB_A11-Brug-S.Status.BewR,1450179158
37084,37084,2015-12-15 11:32:37.748,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,0.0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1450179157
37101,37101,2015-12-15 11:32:35.388,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,84.0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1450179155
37212,37212,2015-12-15 11:31:43.280,PROCES,,FALSE,,Brug Beweging Actief,,,,,,0.0,DB_A11-Brug-S.Status.BewR,1450179103
37283,37283,2015-12-15 11:30:13.953,PROCES,,TRUE,,Brug Beweging Actief,,,,,,0.0,DB_A11-Brug-S.Status.BewR,1450179013
37288,37288,2015-12-15 11:30:13.067,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,0.0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1450179013
37302,37302,2015-12-15 11:30:10.802,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,84.0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1450179010
38520,38520,2015-12-15 07:58:17.075,PROCES,,FALSE,,Brug Beweging Actief,,,,,,0.0,DB_A11-Brug-S.Status.BewR,1450166297
38584,38584,2015-12-15 07:56:35.973,PROCES,,TRUE,,Brug Beweging Actief,,,,,,0.0,DB_A11-Brug-S.Status.BewR,1450166195
38591,38591,2015-12-15 07:56:35.069,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,0.0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1450166195
38608,38608,2015-12-15 07:56:32.753,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,84.0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1450166192
38715,38715,2015-12-15 07:54:15.769,PROCES,,FALSE,,Brug Beweging Actief,,,,,,0.0,DB_A11-Brug-S.Status.BewR,1450166055
38785,38785,2015-12-15 07:52:46.670,PROCES,,TRUE,,Brug Beweging Actief,,,,,,0.0,DB_A11-Brug-S.Status.BewR,1450165966
38793,38793,2015-12-15 07:52:45.581,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,0.0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1450165965
38806,38806,2015-12-15 07:52:43.437,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,84.0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1450165963
39813,39813,2015-12-15 00:09:33.972,PROCES,,FALSE,,Brug Beweging Actief,,,,,,0.0,DB_A11-Brug-S.Status.BewR,1450138173
39880,39880,2015-12-15 00:07:53.267,PROCES,,TRUE,,Brug Beweging Actief,,,,,,0.0,DB_A11-Brug-S.Status.BewR,1450138073
39888,39888,2015-12-15 00:07:50.266,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,0.0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1450138070
39903,39903,2015-12-15 00:07:50.093,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,72.0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1450138070
40007,40007,2015-12-15 00:05:36.769,PROCES,,FALSE,,Brug Beweging Actief,,,,,,0.0,DB_A11-Brug-S.Status.BewR,1450137936
40082,40082,2015-12-15 00:04:07.464,PROCES,,TRUE,,Brug Beweging Actief,,,,,,0.0,DB_A11-Brug-S.Status.BewR,1450137847
40088,40088,2015-12-15 00:04:06.666,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,0.0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1450137846
40102,40102,2015-12-15 00:04:04.227,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,72.0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1450137844
40784,40784,2015-12-16 23:54:56.174,PROCES,,FALSE,,Brug Beweging Actief,,,,,,0.0,DB_A11-Brug-S.Status.BewR,1450310096
40838,40838,2015-12-16 23:53:15.566,PROCES,,TRUE,,Brug Beweging Actief,,,,,,0.0,DB_A11-Brug-S.Status.BewR,1450309995
40844,40844,2015-12-16 23:53:14.573,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,0.0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1450309994
40863,40863,2015-12-16 23:53:12.363,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,22.0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1450309992
40963,40963,2015-12-16 23:50:49.372,PROCES,,FALSE,,Brug Beweging Actief,,,,,,0.0,DB_A11-Brug-S.Status.BewR,1450309849
41042,41042,2015-12-16 23:49:21.571,PROCES,,TRUE,,Brug Beweging Actief,,,,,,0.0,DB_A11-Brug-S.Status.BewR,1450309761
41047,41047,2015-12-16 23:49:20.663,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,0.0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1450309760
41061,41061,2015-12-16 23:49:18.443,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,22.0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1450309758
41773,41773,2015-12-16 22:25:08.369,PROCES,,FALSE,,Brug Beweging Actief,,,,,,0.0,DB_A11-Brug-S.Status.BewR,1450304708
41836,41836,2015-12-16 22:23:26.253,PROCES,,TRUE,,Brug Beweging Actief,,,,,,0.0,DB_A11-Brug-S.Status.BewR,1450304606
41846,41846,2015-12-16 22:23:25.183,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,0.0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1450304605
41863,41863,2015-12-16 22:23:23.055,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,22.0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1450304603
