,duur,beweging,time,WR,Wk,uur,N,NO,O,ZO,Z,ZW,W,NW
110,89,False,2015-12-14 10:56:12.790,116.0,1.996527671814,10,0,0,0,1,0,0,0,0
111,86,True,2015-12-14 11:01:02.574,133.0,1.584201335907,11,0,0,0,1,0,0,0,0
112,88,False,2015-12-14 15:19:08.177,194.0,1.0416666269302,15,0,0,0,0,1,0,0,0
113,84,True,2015-12-14 15:21:23.279,66.0,0.62934023141861,15,0,1,0,0,0,0,0,0
114,89,False,2015-12-14 18:40:13.688,143.0,1.6710069179535,18,0,0,0,1,0,0,0,0
115,84,True,2015-12-14 18:42:08.992,159.0,0.15190970897675,18,0,0,0,0,1,0,0,0
116,89,False,2015-12-14 19:18:58.980,138.0,0.97656244039536,19,0,0,0,1,0,0,0,0
117,85,True,2015-12-14 19:21:44.386,142.0,1.388888835907,19,0,0,0,1,0,0,0,0
118,88,False,2015-12-14 21:43:41.796,114.0,0.71614581346512,21,0,0,0,1,0,0,0,0
119,82,True,2015-12-14 21:47:11.583,273.0,0.45572915673256,21,0,0,0,0,0,0,1,0
120,88,False,2015-12-14 22:35:17.490,240.0,1.0199652910233,22,0,0,0,0,0,1,0,0
121,83,True,2015-12-14 22:40:28.497,207.0,1.2803819179535,22,0,0,0,0,0,1,0,0
122,87,False,2015-12-14 22:55:57.884,128.0,0.65104162693024,22,0,0,0,1,0,0,0,0
123,82,True,2015-12-14 22:58:28.276,248.0,0.54253470897675,22,0,0,0,0,0,0,1,0
124,90,False,2015-12-15 06:44:24.275,82.0,0.21701388061047,6,0,0,1,0,0,0,0,0
125,83,True,2015-12-15 06:46:51.280,44.0,0.34722220897675,6,0,1,0,0,0,0,0,0
126,89,False,2015-12-15 07:21:10.578,116.0,0.32552081346512,7,0,0,0,1,0,0,0,0
127,84,True,2015-12-15 07:24:11.280,134.0,0.36892360448837,7,0,0,0,1,0,0,0,0
128,90,False,2015-12-15 09:13:06.477,147.0,0.5859375,9,0,0,0,1,0,0,0,0
129,85,True,2015-12-15 09:16:16.186,135.0,0.28211805224419,9,0,0,0,1,0,0,0,0
130,89,False,2015-12-15 11:33:48.393,117.0,2.170138835907,11,0,0,0,1,0,0,0,0
131,85,True,2015-12-15 11:35:46.089,152.0,0.71614581346512,11,0,0,0,1,0,0,0,0
132,89,False,2015-12-15 12:52:54.388,155.0,1.4539929628372,12,0,0,0,1,0,0,0,0
133,86,True,2015-12-15 12:54:48.393,131.0,1.4539929628372,12,0,0,0,1,0,0,0,0
134,90,False,2015-12-15 14:21:08.891,120.0,2.3220484256744,14,0,0,0,1,0,0,0,0
135,85,True,2015-12-15 14:24:13.191,208.0,2.0616319179535,14,0,0,0,0,0,1,0,0
136,88,False,2015-12-15 14:41:07.186,132.0,1.7361110448837,14,0,0,0,1,0,0,0,0
137,85,True,2015-12-15 14:43:34.593,145.0,2.34375,14,0,0,0,1,0,0,0,0
138,88,False,2015-12-15 18:23:00.185,132.0,0.45572915673256,18,0,0,0,1,0,0,0,0
139,84,True,2015-12-15 18:26:06.782,8.0,1.5625,18,1,0,0,0,0,0,0,0
140,88,False,2015-12-15 21:08:58.400,200.0,2.6041665077209,21,0,0,0,0,1,0,0,0
141,83,True,2015-12-15 21:11:56.286,140.0,0.84635412693024,21,0,0,0,1,0,0,0,0
142,88,False,2015-12-16 07:38:26.584,205.0,0.36892360448837,7,0,0,0,0,0,1,0,0
143,85,True,2015-12-16 07:41:06.583,135.0,3.2118053436279,7,0,0,0,1,0,0,0,0
