,duur,beweging,time,WR,Wk,WRbin,WKbin
0,86,False,2015-12-02 11:12:01.516,257.0,1.9097220897675,6,2
2,83,False,2015-12-02 13:06:14.622,200.0,1.9531248807907,4,2
6,83,False,2015-12-02 15:13:16.319,272.0,2.6475694179535,6,2
8,83,False,2015-12-02 16:16:48.336,237.0,1.9097220897675,5,2
10,87,False,2015-12-03 06:32:59.133,179.0,0.93315970897675,4,1
12,86,False,2015-12-03 09:18:49.123,137.0,1.8229166269302,3,2
14,83,False,2015-12-03 13:39:26.420,146.0,0.4123263657093,3,1
16,89,False,2015-12-04 06:37:25.135,235.0,1.6927082538605,5,2
18,85,False,2015-12-04 15:37:14.024,204.0,6.1414928436279,5,4
20,84,False,2015-12-07 18:01:13.231,164.0,1.9531248807907,4,2
22,85,False,2015-12-07 19:10:15.023,123.0,1.0416666269302,3,1
24,86,False,2015-12-07 20:59:59.327,146.0,1.3671875,3,1
26,89,False,2015-12-08 09:00:35.524,124.0,3.4939234256744,3,3
28,87,False,2015-12-08 09:48:56.131,127.0,1.3020832538605,3,1
30,86,False,2015-12-08 13:30:58.921,163.0,1.974826335907,4,2
32,84,False,2015-12-08 17:15:37.620,244.0,0.34722220897675,5,1
34,85,False,2015-12-08 21:49:57.338,224.0,4.904513835907,5,3
36,90,False,2015-12-09 07:37:05.732,221.0,1.6927082538605,5,2
38,89,False,2015-12-09 09:06:58.341,229.0,1.7578123807907,5,2
40,85,False,2015-12-09 13:57:32.924,230.0,3.2552082538605,5,2
42,93,False,2015-12-10 08:35:31.617,172.0,2.0399305820465,4,2
44,93,False,2015-12-10 09:01:22.724,143.0,1.0850694179535,3,1
46,91,False,2015-12-10 09:15:06.532,213.0,0.73784720897675,5,1
48,91,False,2015-12-10 11:02:34.323,162.0,6.6189231872559,4,4
50,90,False,2015-12-10 11:46:26.431,160.0,3.8194441795349,4,3
52,88,False,2015-12-10 12:16:12.136,158.0,4.123263835907,4,3
54,89,False,2015-12-10 16:49:58.339,117.0,2.8862845897675,3,2
56,92,False,2015-12-11 11:03:06.424,271.0,1.4322916269302,6,1
58,91,False,2015-12-11 12:25:42.723,272.0,0.71614581346512,6,1
60,90,False,2015-12-14 09:38:45.627,97.0,1.6276041269302,2,2
62,88,False,2015-12-14 11:46:13.020,178.0,3.8845484256744,4,3
64,87,False,2015-12-14 12:38:00.135,139.0,2.4522569179535,3,2
66,87,False,2015-12-14 13:57:58.036,269.0,3.2986109256744,6,2
68,87,False,2015-12-14 14:38:48.632,226.0,2.5390625,5,2
70,87,False,2015-12-14 18:34:02.832,165.0,1.0199652910233,4,1
72,91,False,2015-12-15 08:23:41.127,149.0,0.28211805224419,3,1
74,90,False,2015-12-15 10:25:11.733,135.0,1.5190972089767,3,2
76,69,False,2015-12-15 10:33:44.720,175.0,0.67274302244186,4,1
77,33,False,2015-12-15 10:34:54.326,175.0,0.67274302244186,4,1
79,87,False,2015-12-15 12:21:36.628,136.0,3.8845484256744,3,3
81,87,False,2015-12-15 15:10:47.729,115.0,1.3020832538605,3,1
83,88,False,2015-12-16 07:32:18.432,230.0,1.7578123807907,5,2
85,89,False,2015-12-16 08:44:25.623,156.0,1.3237847089767,3,1
87,86,False,2015-12-16 09:06:01.835,159.0,1.0850694179535,4,1
89,86,False,2015-12-16 09:41:17.523,339.0,1.1067707538605,0,1
91,85,False,2015-12-16 11:21:48.721,241.0,1.5190972089767,5,2
93,84,False,2015-12-16 13:47:18.027,250.0,1.7361110448837,6,2
95,85,False,2015-12-16 17:01:15.920,206.0,2.4739582538605,5,2
99,82,False,2015-12-17 13:13:57.622,215.0,1.6710069179535,5,2
101,80,False,2015-12-17 14:01:25.020,135.0,4.1883678436279,3,3
103,82,False,2015-12-17 16:48:12.737,31.0,0.28211805224419,1,1
105,83,False,2015-12-18 07:10:47.117,220.0,3.732638835907,5,3
107,83,False,2015-12-18 09:11:56.327,210.0,0.21701388061047,5,1
109,83,False,2015-12-18 11:56:06.622,241.0,2.365451335907,5,2
113,84,False,2015-12-19 08:27:43.918,146.0,0.91145831346512,3,1
115,83,False,2015-12-19 11:48:04.616,143.0,1.5407985448837,3,2
117,85,False,2015-12-21 06:44:39.823,206.0,4.6006941795349,5,3
119,83,False,2015-12-21 07:05:11.016,191.0,4.8611106872559,4,3
121,83,False,2015-12-21 12:23:31.024,237.0,2.582465171814,5,2
123,83,False,2015-12-21 13:20:10.224,142.0,1.5625,3,2
125,85,False,2015-12-21 17:41:49.625,274.0,2.0833332538605,6,2
127,84,False,2015-12-22 07:14:51.522,278.0,0.06510416418314,6,0
129,84,False,2015-12-22 09:25:11.936,338.0,2.756076335907,0,2
131,85,False,2015-12-22 10:23:29.717,220.0,0.54253470897675,5,1
133,83,False,2015-12-22 11:26:55.823,185.0,2.4956595897675,4,2
135,81,False,2015-12-22 15:07:44.225,234.0,4.3836803436279,5,3
137,84,False,2015-12-23 09:38:11.826,216.0,5.078125,5,3
139,82,False,2015-12-23 13:21:50.727,246.0,6.4019093513489,5,4
141,83,False,2015-12-23 14:52:07.834,220.0,3.5156247615814,5,3
143,90,False,2015-12-28 06:55:59.622,104.0,0.84635412693024,2,1
145,89,False,2015-12-28 07:57:44.125,121.0,1.2586804628372,3,1
147,88,False,2015-12-28 17:39:34.623,139.0,2.2786457538605,3,2
149,89,False,2015-12-29 12:15:59.034,266.0,1.4322916269302,6,1
151,88,False,2015-12-29 12:55:32.118,193.0,0.75954860448837,4,1
153,87,False,2015-12-29 13:21:09.227,333.0,0.26041665673256,7,1
155,93,False,2015-12-30 08:11:18.929,24.0,2.6909720897675,1,2
157,89,False,2015-12-31 08:00:47.023,179.0,0.34722220897675,4,1
159,95,False,2016-01-04 08:26:56.828,259.0,2.9296875,6,2
161,91,False,2016-01-04 11:21:47.228,240.0,2.2786457538605,5,2
163,91,False,2016-01-05 07:24:46.519,292.0,0.52083331346512,6,1
165,90,False,2016-01-05 08:53:02.223,147.0,2.2786457538605,3,2
167,90,False,2016-01-05 20:35:11.936,171.0,1.779513835907,4,2
169,93,False,2016-01-06 06:23:38.729,84.0,0.93315970897675,2,1
171,92,False,2016-01-06 08:41:51.117,96.0,1.1284722089767,2,1
173,90,False,2016-01-06 13:23:43.717,94.0,1.3454860448837,2,1
175,90,False,2016-01-06 14:55:10.418,115.0,0.86805552244186,3,1
177,90,False,2016-01-06 17:10:00.425,59.0,0.88975691795349,1,1
179,90,False,2016-01-06 19:13:49.819,82.0,1.1067707538605,2,1
181,93,False,2016-01-07 07:22:25.617,135.0,2.0616319179535,3,2
183,92,False,2016-01-07 09:10:21.430,205.0,1.215277671814,5,1
185,92,False,2016-01-07 10:34:12.933,116.0,2.3220484256744,3,2
187,94,False,2016-01-07 14:01:42.921,133.0,1.5407985448837,3,2
189,90,False,2016-01-07 14:12:08.330,306.0,2.0182290077209,7,2
191,91,False,2016-01-07 14:38:04.422,141.0,4.4487843513489,3,3
193,91,False,2016-01-07 17:58:00.618,252.0,3.0164928436279,6,2
195,97,False,2016-01-08 09:13:33.736,255.0,1.9531248807907,6,2
197,89,False,2016-01-08 13:47:12.622,229.0,1.6927082538605,5,2
199,93,False,2016-01-09 07:57:19.324,158.0,1.1501735448837,4,1
201,93,False,2016-01-09 09:58:19.227,121.0,2.777777671814,3,2
203,99,False,2016-01-11 09:26:51.117,191.0,0.71614581346512,4,1
205,95,False,2016-01-11 12:52:13.016,148.0,1.3020832538605,3,1
207,94,False,2016-01-11 15:24:04.329,177.0,1.0633679628372,4,1
209,95,False,2016-01-11 18:41:20.731,185.0,2.7126734256744,4,2
211,91,False,2016-01-12 12:13:29.730,254.0,4.6223955154419,6,3
213,94,False,2016-01-12 14:03:11.919,212.0,3.2118053436279,5,2
215,95,False,2016-01-13 07:33:22.235,252.0,2.9296875,6,2
217,94,False,2016-01-13 14:52:27.032,245.0,2.4956595897675,5,2
219,96,False,2016-01-13 19:31:07.618,238.0,3.0164928436279,5,2
221,95,False,2016-01-16 11:08:20.231,295.0,4.2317705154419,7,3
223,103,False,2016-01-18 09:23:20.024,124.0,0.71614581346512,3,1
225,104,False,2016-01-18 09:29:02.921,136.0,0.69444441795349,3,1
227,47,False,2016-01-18 10:18:45.836,133.0,1.605902671814,3,2
230,70,False,2016-01-18 10:22:50.124,121.0,1.8229166269302,3,2
232,27,False,2016-01-18 10:25:21.323,96.0,1.1067707538605,2,1
233,22,False,2016-01-18 10:25:48.218,96.0,1.1067707538605,2,1
234,97,False,2016-01-18 10:26:10.323,96.0,1.1067707538605,2,1
236,57,False,2016-01-18 10:35:26.818,126.0,1.5190972089767,3,2
239,52,False,2016-01-18 10:49:07.333,173.0,0.99826383590698,4,1
242,41,False,2016-01-18 10:55:59.525,218.0,2.6475694179535,5,2
243,97,False,2016-01-18 10:56:41.022,218.0,2.6475694179535,5,2
245,100,False,2016-01-18 14:29:06.520,74.0,0.84635412693024,2,1
247,54,False,2016-01-18 14:47:09.225,83.0,1.3020832538605,2,1
248,95,False,2016-01-18 14:48:12.925,83.0,1.0199652910233,2,1
252,36,False,2016-01-18 15:05:23.024,106.0,1.5625,2,2
254,24,False,2016-01-18 15:23:36.621,76.0,1.171875,2,1
255,95,False,2016-01-18 15:25:24.620,76.0,0.45572915673256,2,1
257,75,False,2016-01-18 16:10:38.724,56.0,1.171875,1,1
258,24,False,2016-01-18 16:12:28.727,86.0,0.86805552244186,2,1
260,59,False,2016-01-18 16:34:18.120,73.0,0.82465273141861,2,1
261,77,False,2016-01-18 16:35:20.722,73.0,0.82465273141861,2,1
262,101,False,2016-01-18 16:58:46.021,80.0,0.5859375,2,1
263,18,False,2016-01-18 17:00:45.027,80.0,0.43402776122093,2,1
265,31,False,2016-01-18 17:09:27.826,105.0,0.36892360448837,2,1
266,61,False,2016-01-18 17:09:58.919,105.0,0.36892360448837,2,1
267,187,False,2016-01-18 17:18:26.025,93.0,0.78125,2,1
268,38,False,2016-01-18 17:45:09.320,96.0,1.0850694179535,2,1
270,40,False,2016-01-18 18:27:57.018,94.0,1.215277671814,2,1
272,105,False,2016-01-18 18:52:35.723,59.0,0.36892360448837,1,1
276,105,False,2016-01-19 10:25:27.527,169.0,0.65104162693024,4,1
278,105,False,2016-01-19 11:12:09.030,342.0,1.1067707538605,0,1
280,104,False,2016-01-20 11:04:47.028,219.0,1.6927082538605,5,2
282,101,False,2016-01-20 14:04:45.237,210.0,3.9713540077209,5,3
286,101,False,2016-01-20 19:45:24.430,217.0,1.779513835907,5,2
288,100,False,2016-01-22 15:37:57.134,205.0,1.6276041269302,5,2
290,94,False,2016-01-25 07:05:25.035,125.0,0.69444441795349,3,1
292,92,False,2016-01-25 09:23:06.326,191.0,0.30381941795349,4,1
294,90,False,2016-01-25 11:05:44.736,150.0,0.54253470897675,3,1
296,83,False,2016-01-25 13:58:45.534,173.0,1.4322916269302,4,1
298,81,False,2016-01-25 14:04:51.626,135.0,3.5807290077209,3,3
300,89,False,2016-01-26 08:00:33.217,219.0,1.0850694179535,5,1
302,88,False,2016-01-26 13:10:57.420,228.0,2.170138835907,5,2
304,86,False,2016-01-26 13:22:07.035,224.0,4.8177080154419,5,3
308,92,False,2016-01-27 12:28:48.736,264.0,1.7578123807907,6,2
310,90,False,2016-01-27 14:58:14.019,221.0,1.7578123807907,5,2
312,89,False,2016-01-27 16:59:48.424,167.0,3.146701335907,4,2
314,89,False,2016-01-27 18:29:48.025,146.0,4.2317705154419,3,3
316,90,False,2016-01-27 20:40:27.530,237.0,4.8828125,5,3
318,91,False,2016-01-28 14:18:59.932,218.0,2.6475694179535,5,2
322,93,False,2016-01-29 08:52:20.727,199.0,4.513888835907,4,3
324,91,False,2016-01-29 12:46:49.319,237.0,2.1050345897675,5,2
326,90,False,2016-02-01 07:53:38.326,225.0,4.730902671814,5,3
327,90,False,2016-02-01 07:53:38.326,225.0,4.730902671814,5,3
330,91,False,2016-02-01 08:40:34.636,241.0,5.316840171814,5,3
331,91,False,2016-02-01 08:40:34.636,241.0,5.316840171814,5,3
334,90,False,2016-02-01 09:57:57.632,234.0,1.996527671814,5,2
335,90,False,2016-02-01 09:57:57.632,234.0,1.996527671814,5,2
338,89,False,2016-02-01 11:41:08.430,241.0,5.9678816795349,5,4
339,89,False,2016-02-01 11:41:08.430,241.0,5.9678816795349,5,4
342,87,False,2016-02-01 13:00:14.436,253.0,12.413193702698,6,6
343,87,False,2016-02-01 13:00:14.436,253.0,12.413193702698,6,6
346,88,False,2016-02-01 19:09:06.431,231.0,8.637152671814,5,5
347,88,False,2016-02-01 19:09:06.431,231.0,8.637152671814,5,5
350,89,False,2016-02-02 07:02:53.115,221.0,4.4053816795349,5,3
352,89,False,2016-02-02 09:54:47.226,238.0,7.3350691795349,5,4
354,88,False,2016-02-02 12:00:14.622,222.0,2.9947915077209,5,2
356,91,False,2016-02-02 14:47:17.733,221.0,3.0164928436279,5,2
358,97,False,2016-02-03 07:38:26.021,223.0,3.125,5,2
360,97,False,2016-02-03 09:27:20.915,237.0,3.0815970897675,5,2
362,97,False,2016-02-03 19:17:51.826,240.0,2.560763835907,5,2
364,92,False,2016-02-05 10:56:31.725,246.0,4.8394093513489,5,3
366,90,False,2016-02-05 14:41:50.616,208.0,2.8428819179535,5,2
368,90,False,2016-02-06 12:12:53.135,131.0,0.80295133590698,3,1
370,90,False,2016-02-08 11:20:19.228,219.0,7.2265620231628,5,4
372,88,False,2016-02-08 14:44:09.522,237.0,7.3133678436279,5,4
374,96,False,2016-02-09 14:59:28.621,21.0,2.2569444179535,0,2
376,95,False,2016-02-10 10:56:38.618,223.0,1.996527671814,5,2
378,91,False,2016-02-10 13:03:21.831,237.0,1.9314235448837,5,2
380,91,False,2016-02-10 13:31:53.634,250.0,1.6927082538605,6,2
382,90,False,2016-02-10 13:42:31.716,251.0,4.4270830154419,6,3
384,90,False,2016-02-10 14:38:57.433,239.0,3.4939234256744,5,3
386,88,False,2016-02-10 14:45:41.425,213.0,3.2335069179535,5,2
388,92,False,2016-02-10 16:37:39.628,327.0,2.3003470897675,7,2
390,90,False,2016-02-10 17:28:55.424,216.0,3.2335069179535,5,2
392,98,False,2016-02-11 09:14:15.335,211.0,1.0850694179535,5,1
394,93,False,2016-02-11 10:26:33.336,222.0,3.9062497615814,5,3
396,91,False,2016-02-11 11:27:57.228,204.0,2.8211803436279,5,2
398,91,False,2016-02-11 17:05:54.115,239.0,2.5390625,5,2
400,91,False,2016-02-12 16:52:03.827,180.0,1.1284722089767,4,1
402,104,False,2016-02-13 08:09:55.131,87.0,0.54253470897675,2,1
404,97,False,2016-02-13 10:45:12.632,66.0,1.215277671814,1,1
406,102,False,2016-02-15 07:07:17.519,327.0,5.2083330154419,7,3
408,101,False,2016-02-15 08:39:36.824,338.0,2.560763835907,0,2
410,93,False,2016-02-15 10:40:18.420,334.0,3.1032984256744,7,2
412,92,False,2016-02-15 14:49:54.829,296.0,2.8428819179535,7,2
414,94,False,2016-02-15 18:20:51.334,343.0,1.7361110448837,0,2
416,94,False,2016-02-15 18:39:36.726,350.0,0.67274302244186,0,1
418,93,False,2016-02-15 18:57:00.131,337.0,1.8880207538605,7,2
420,105,False,2016-02-16 07:43:21.234,133.0,0.1953125,3,0
421,20,False,2016-02-16 07:45:23.434,73.0,0.1953125,2,0
423,105,False,2016-02-16 08:49:45.726,29.0,0.30381941795349,1,1
425,96,False,2016-02-16 09:54:10.618,84.0,0.62934023141861,2,1
429,91,False,2016-02-16 12:23:38.619,78.0,1.2803819179535,2,1
431,91,False,2016-02-16 12:41:10.832,64.0,1.3454860448837,1,1
433,92,False,2016-02-16 15:40:57.033,88.0,1.9531248807907,2,2
435,92,False,2016-02-16 16:09:07.524,53.0,2.4305553436279,1,2
438,105,False,2016-02-17 09:09:43.618,127.0,2.5390625,3,2
439,21,False,2016-02-17 09:11:40.921,20.0,0.65104162693024,0,1
441,95,False,2016-02-17 11:48:06.121,110.0,1.1501735448837,2,1
443,99,False,2016-02-17 19:28:32.121,95.0,0.15190970897675,2,0
447,96,False,2016-02-18 13:32:13.927,121.0,2.5173609256744,3,2
449,97,False,2016-02-18 19:59:47.623,215.0,1.4539929628372,5,1
451,94,False,2016-02-19 17:42:30.826,11.0,0.78125,0,1
453,96,False,2016-02-22 11:52:26.335,281.0,1.974826335907,6,2
455,96,False,2016-02-22 14:20:55.135,297.0,2.3003470897675,7,2
457,97,False,2016-02-22 17:38:03.427,191.0,1.7578123807907,4,2
459,98,False,2016-02-23 08:59:23.524,234.0,0.52083331346512,5,1
461,94,False,2016-02-23 10:50:21.319,236.0,2.777777671814,5,2
463,93,False,2016-02-23 16:18:32.720,304.0,3.7109372615814,7,3
465,94,False,2016-02-23 18:35:45.739,326.0,1.6276041269302,7,2
467,96,False,2016-02-24 09:18:45.538,229.0,1.1067707538605,5,1
469,92,False,2016-02-24 11:27:37.619,212.0,1.4756944179535,5,1
471,91,False,2016-02-24 11:41:47.022,207.0,1.605902671814,5,2
473,92,False,2016-02-24 14:06:29.020,57.0,0.60763883590698,1,1
475,92,False,2016-02-24 14:30:40.325,313.0,0.60763883590698,7,1
477,96,False,2016-02-25 10:25:15.128,238.0,2.777777671814,5,2
479,96,False,2016-02-25 11:27:12.733,238.0,1.6493054628372,5,2
481,96,False,2016-02-25 15:12:00.939,241.0,2.3220484256744,5,2
485,102,False,2016-02-26 09:37:42.624,223.0,1.0850694179535,5,1
487,99,False,2016-02-26 10:34:40.524,313.0,0.67274302244186,7,1
489,97,False,2016-02-26 11:13:00.718,137.0,0.91145831346512,3,1
491,93,False,2016-02-26 12:56:06.430,51.0,3.0381944179535,1,2
493,94,False,2016-02-26 14:02:32.931,108.0,0.17361110448837,2,0
495,105,False,2016-02-29 06:57:03.232,332.0,1.388888835907,7,1
497,102,False,2016-02-29 07:42:18.630,7.0,1.3454860448837,0,1
501,18,False,2016-03-01 10:44:48.036,120.0,0.5859375,3,1
502,99,False,2016-03-01 10:45:27.828,15.0,1.2369791269302,0,1
506,97,False,2016-03-01 10:52:22.434,86.0,1.0416666269302,2,1
509,85,False,2016-03-01 10:58:38.929,88.0,1.193576335907,2,1
511,28,False,2016-03-01 11:00:36.931,151.0,2.0399305820465,3,2
513,83,False,2016-03-01 11:04:13.925,166.0,2.973090171814,4,2
515,83,False,2016-03-01 11:16:27.437,135.0,1.171875,3,1
517,82,False,2016-03-01 11:22:00.835,137.0,2.3003470897675,3,2
519,80,False,2016-03-01 11:28:46.036,159.0,1.8880207538605,4,2
521,84,False,2016-03-01 12:11:32.917,304.0,3.4722220897675,7,3
523,87,False,2016-03-01 13:59:07.631,154.0,8.4635410308838,3,5
525,84,False,2016-03-02 07:33:51.926,208.0,8.745659828186,5,5
527,87,False,2016-03-02 09:38:35.732,236.0,2.951388835907,5,2
529,82,False,2016-03-02 12:57:30.829,240.0,5.490451335907,5,4
531,84,False,2016-03-02 15:56:36.625,240.0,1.6276041269302,5,2
533,84,False,2016-03-02 16:24:27.022,315.0,2.582465171814,7,2
535,87,False,2016-03-02 17:54:22.926,207.0,5.9895830154419,5,4
537,90,False,2016-03-03 07:10:41.619,83.0,0.30381941795349,2,1
539,83,False,2016-03-03 11:42:07.621,330.0,1.779513835907,7,2
541,81,False,2016-03-03 13:48:49.321,328.0,1.3454860448837,7,1
543,81,False,2016-03-03 14:12:39.327,305.0,0.97656244039536,7,1
545,80,False,2016-03-03 15:07:14.320,344.0,3.0164928436279,0,2
547,91,False,2016-03-04 10:04:26.025,129.0,2.5390625,3,2
549,89,False,2016-03-04 13:28:48.723,155.0,2.2352430820465,3,2
551,81,False,2016-03-04 14:40:12.716,212.0,0.88975691795349,5,1
552,86,False,2016-03-04 16:25:03.427,209.0,1.1501735448837,5,1
554,84,False,2016-03-04 16:58:20.119,219.0,0.73784720897675,5,1
556,93,False,2016-03-05 10:35:10.334,37.0,0.47743052244186,1,1
558,91,False,2016-03-07 09:25:33.336,103.0,1.0850694179535,2,1
560,89,False,2016-03-07 10:59:59.136,353.0,1.996527671814,0,2
562,84,False,2016-03-07 11:14:14.032,98.0,0.78125,2,1
564,81,False,2016-03-07 13:27:01.634,106.0,1.8880207538605,2,2
566,81,False,2016-03-07 14:00:50.834,18.0,0.5859375,0,1
568,78,False,2016-03-07 14:10:44.124,26.0,0.32552081346512,1,1
570,79,False,2016-03-07 14:36:45.628,253.0,0.93315970897675,6,1
572,93,False,2016-03-08 09:12:29.623,225.0,0.99826383590698,5,1
574,89,False,2016-03-08 10:02:46.433,217.0,1.193576335907,5,1
576,85,False,2016-03-08 10:10:19.529,238.0,1.215277671814,5,1
578,83,False,2016-03-08 11:38:39.533,216.0,2.560763835907,5,2
580,82,False,2016-03-08 11:57:00.923,220.0,1.1284722089767,5,1
582,82,False,2016-03-08 12:36:38.732,234.0,0.15190970897675,5,0
586,80,False,2016-03-08 13:19:07.722,226.0,1.193576335907,5,1
588,81,False,2016-03-08 14:22:33.224,226.0,2.2352430820465,5,2
590,84,False,2016-03-08 18:38:05.925,120.0,0.78125,3,1
592,90,False,2016-03-09 08:59:59.232,112.0,2.8645832538605,2,2
594,87,False,2016-03-09 09:18:10.230,149.0,3.0815970897675,3,2
596,145,False,2016-03-09 15:29:36.630,191.0,3.927951335907,4,3
597,79,False,2016-03-09 15:41:03.231,96.0,4.4921875,2,3
599,81,False,2016-03-09 16:36:58.235,183.0,1.9531248807907,4,2
601,80,False,2016-03-09 18:28:11.034,101.0,2.8645832538605,2,2
603,80,False,2016-03-09 19:19:14.023,295.0,2.951388835907,7,2
605,94,False,2016-03-10 07:35:54.427,325.0,0.26041665673256,7,1
607,88,False,2016-03-10 08:45:58.418,3.0,0.97656244039536,0,1
609,79,False,2016-03-10 13:03:26.621,337.0,3.7760415077209,7,3
611,80,False,2016-03-10 14:15:46.235,46.0,1.3020832538605,1,1
613,79,False,2016-03-10 16:06:36.224,211.0,1.7144097089767,5,2
615,93,False,2016-03-11 08:16:49.918,52.0,0.67274302244186,1,1
617,87,False,2016-03-11 08:44:17.719,9.0,1.1501735448837,0,1
619,78,False,2016-03-11 12:22:56.830,58.0,0.34722220897675,1,1
621,80,False,2016-03-11 12:49:27.918,45.0,0.73784720897675,1,1
623,78,False,2016-03-11 13:52:54.119,8.0,1.1501735448837,0,1
625,85,False,2016-03-12 10:11:00.620,68.0,0.49913191795349,2,1
627,85,False,2016-03-14 10:03:05.131,73.0,1.9531248807907,2,2
629,81,False,2016-03-14 19:03:35.523,61.0,0.99826383590698,1,1
631,92,False,2016-03-15 08:19:04.232,341.0,0.86805552244186,0,1
633,82,False,2016-03-15 11:38:22.533,14.0,0.95486104488373,0,1
635,83,False,2016-03-15 16:48:37.227,330.0,1.8880207538605,7,2
637,81,False,2016-03-16 10:55:06.431,46.0,1.4973957538605,1,1
639,81,False,2016-03-16 11:40:31.321,116.0,1.0633679628372,3,1
641,81,False,2016-03-16 13:45:42.134,75.0,4.2317705154419,2,3
643,81,False,2016-03-16 17:20:51.229,48.0,2.1484375,1,2
645,82,False,2016-03-17 09:51:30.026,41.0,1.410590171814,1,1
647,82,False,2016-03-17 09:58:10.223,73.0,0.95486104488373,2,1
649,77,False,2016-03-17 17:25:42.727,46.0,1.8446179628372,1,2
651,90,False,2016-03-18 07:27:45.425,327.0,0.45572915673256,7,1
653,84,False,2016-03-18 07:33:40.727,114.0,0.56423610448837,3,1
655,87,False,2016-03-18 09:04:41.626,330.0,0.13020832836628,7,0
657,86,False,2016-03-18 11:29:33.923,307.0,2.387152671814,7,2
659,85,False,2016-03-18 12:57:01.921,287.0,0.49913191795349,6,1
661,83,False,2016-03-18 17:10:18.427,353.0,1.171875,0,1
663,17,False,2016-03-18 17:20:20.821,307.0,0.62934023141861,7,1
664,79,False,2016-03-18 17:20:46.728,307.0,2.2786457538605,7,2
666,84,False,2016-03-19 20:24:46.823,42.0,1.9314235448837,1,2
668,84,False,2016-03-21 09:36:46.427,335.0,1.410590171814,7,1
670,81,False,2016-03-21 13:03:06.529,218.0,1.7361110448837,5,2
672,80,False,2016-03-21 13:56:11.218,237.0,2.0182290077209,5,2
674,80,False,2016-03-21 16:24:03.622,254.0,2.734375,6,2
676,79,False,2016-03-22 10:02:46.733,10.0,2.6041665077209,0,2
678,80,False,2016-03-22 11:50:56.529,323.0,1.0199652910233,7,1
680,79,False,2016-03-22 12:08:39.719,325.0,3.7760415077209,7,3
682,78,False,2016-03-22 13:53:59.230,342.0,1.3237847089767,0,1
684,77,False,2016-03-22 15:04:10.618,281.0,3.754340171814,6,3
686,76,False,2016-03-22 16:41:21.123,267.0,1.2369791269302,6,1
688,81,False,2016-03-22 21:32:42.822,272.0,1.996527671814,6,2
690,83,False,2016-03-23 09:14:43.321,317.0,2.4088540077209,7,2
692,80,False,2016-03-23 11:27:33.728,6.0,0.73784720897675,0,1
694,79,False,2016-03-23 14:32:14.926,274.0,4.0147566795349,6,3
696,78,False,2016-03-23 16:02:09.228,346.0,2.1484375,0,2
702,78,False,2016-03-24 15:31:10.439,196.0,1.3237847089767,4,1
704,77,False,2016-03-24 15:44:16.429,268.0,2.1267359256744,6,2
706,77,False,2016-03-24 15:55:37.836,176.0,3.363715171814,4,3
708,77,False,2016-03-24 16:19:10.933,224.0,3.6892359256744,5,3
710,82,False,2016-03-24 22:13:28.824,240.0,0.99826383590698,5,1
712,85,False,2016-03-25 07:25:50.918,241.0,1.1284722089767,5,1
714,83,False,2016-03-25 07:56:29.114,249.0,2.4739582538605,6,2
716,83,False,2016-03-25 08:43:13.024,235.0,0.65104162693024,5,1
718,81,False,2016-03-25 09:00:01.419,223.0,1.9314235448837,5,2
720,80,False,2016-03-25 09:19:11.118,216.0,3.8411457538605,5,3
722,78,False,2016-03-25 09:26:53.322,214.0,2.0833332538605,5,2
724,81,False,2016-03-25 11:08:59.227,235.0,3.5807290077209,5,3
728,80,False,2016-03-25 12:27:32.925,270.0,2.4522569179535,6,2
730,81,False,2016-03-25 13:13:34.219,326.0,3.146701335907,7,2
732,80,False,2016-03-25 14:23:03.925,276.0,3.6241319179535,6,3
734,81,False,2016-03-25 17:19:44.818,282.0,2.8211803436279,6,2
736,79,False,2016-03-26 11:17:05.022,150.0,1.3671875,3,1
740,82,False,2016-03-28 12:39:17.216,219.0,6.4453120231628,5,4
742,78,False,2016-03-28 15:33:50.821,239.0,3.559027671814,5,3
746,76,False,2016-03-28 19:09:56.419,217.0,2.4522569179535,5,2
748,86,False,2016-03-29 07:50:12.036,222.0,4.513888835907,5,3
750,81,False,2016-03-29 13:02:56.940,224.0,4.730902671814,5,3
752,81,False,2016-03-29 14:47:57.819,239.0,5.5989580154419,5,4
754,85,False,2016-03-30 07:59:24.728,222.0,1.1501735448837,5,1
756,83,False,2016-03-30 09:14:53.022,226.0,1.5407985448837,5,2
758,81,False,2016-03-30 11:31:55.725,238.0,5.490451335907,5,4
760,78,False,2016-03-30 13:26:08.320,221.0,1.6927082538605,5,2
762,78,False,2016-03-30 14:33:06.921,236.0,4.1666665077209,5,3
764,82,False,2016-03-31 10:47:43.423,358.0,1.801215171814,0,2
766,79,False,2016-03-31 10:55:34.121,71.0,1.5625,2,2
768,77,False,2016-03-31 14:01:33.325,145.0,1.3454860448837,3,1
772,77,False,2016-03-31 17:46:56.529,350.0,2.5390625,0,2
774,74,False,2016-03-31 17:53:14.126,356.0,1.3237847089767,0,1
776,81,False,2016-04-01 00:12:40.227,356.0,3.4722220897675,0,3
778,85,False,2016-04-01 09:20:44.527,10.0,1.2803819179535,0,1
779,85,False,2016-04-01 09:20:44.527,10.0,1.2803819179535,0,1
782,80,False,2016-04-01 11:14:50.025,113.0,2.34375,3,2
783,80,False,2016-04-01 11:14:50.025,113.0,2.34375,3,2
786,78,False,2016-04-01 12:21:59.030,118.0,0.34722220897675,3,1
